user_id,blacklist_ip,reason
4087,192.168.10.60,Suspicious IP
6420,192.168.119.197,Failed logins
3526,192.168.113.129,Suspicious IP
8022,192.168.205.92,Failed logins
1362,192.168.11.218,Suspicious IP
4662,192.168.11.32,Suspicious IP
2117,192.168.38.223,High-frequency access
3177,192.168.249.24,Large transaction
6827,192.168.111.118,Failed logins
2765,192.168.213.94,Failed logins
6889,192.168.199.207,High-frequency access
5415,192.168.179.107,High-frequency access
2878,192.168.151.185,High-frequency access
8489,192.168.251.156,High-frequency access
8203,192.168.102.60,Large transaction
2725,192.168.217.28,Large transaction
8818,192.168.95.181,Suspicious IP
4480,192.168.99.253,Suspicious IP
8340,192.168.19.254,Large transaction
3088,192.168.40.137,Failed logins
8630,192.168.134.144,High-frequency access
6497,192.168.164.85,Large transaction
3086,192.168.37.71,Failed logins
1796,192.168.7.140,Large transaction
7772,192.168.219.225,Failed logins
4026,192.168.157.5,High-frequency access
1181,192.168.251.34,Suspicious IP
4765,192.168.177.250,High-frequency access
2844,192.168.78.125,Failed logins
9389,192.168.217.83,Failed logins
6780,192.168.146.91,High-frequency access
9228,192.168.190.158,Failed logins
4535,192.168.56.2,Suspicious IP
3958,192.168.252.61,Suspicious IP
4221,192.168.79.181,Large transaction
2866,192.168.179.43,Suspicious IP
6850,192.168.250.83,Large transaction
7848,192.168.73.21,High-frequency access
1655,192.168.164.120,Large transaction
4304,192.168.37.172,Suspicious IP
656,192.168.218.227,Large transaction
4991,192.168.109.143,Suspicious IP
2789,192.168.100.48,High-frequency access
7323,192.168.176.173,Failed logins
3286,192.168.98.128,Suspicious IP
6792,192.168.184.167,Suspicious IP
7587,192.168.107.129,Suspicious IP
6952,192.168.16.84,Suspicious IP
6490,192.168.82.53,Failed logins
227,192.168.77.229,Failed logins
771,192.168.130.60,Large transaction
6786,192.168.42.144,High-frequency access
8860,192.168.14.22,High-frequency access
4132,192.168.122.237,Failed logins
8580,192.168.247.86,Large transaction
4149,192.168.102.246,High-frequency access
4526,192.168.25.10,Large transaction
6661,192.168.230.148,High-frequency access
6086,192.168.136.142,Failed logins
7828,192.168.40.155,High-frequency access
4096,192.168.224.211,High-frequency access
5466,192.168.2.7,Failed logins
6271,192.168.4.109,High-frequency access
2437,192.168.158.117,Large transaction
3499,192.168.216.150,Suspicious IP
8229,192.168.72.79,Large transaction
9582,192.168.129.235,High-frequency access
6223,192.168.188.129,Failed logins
9460,192.168.82.144,High-frequency access
1099,192.168.113.97,High-frequency access
6156,192.168.189.7,Failed logins
3576,192.168.207.118,Large transaction
1875,192.168.106.43,Suspicious IP
2552,192.168.208.168,Failed logins
7821,192.168.130.180,Large transaction
2983,192.168.71.92,Failed logins
8618,192.168.243.15,Large transaction
1657,192.168.103.106,Suspicious IP
176,192.168.109.2,High-frequency access
1965,192.168.88.114,Failed logins
1132,192.168.34.182,High-frequency access
3836,192.168.251.84,Suspicious IP
2671,192.168.185.143,Large transaction
8830,192.168.195.123,Failed logins
9393,192.168.14.77,Suspicious IP
669,192.168.243.233,High-frequency access
1911,192.168.11.254,High-frequency access
2554,192.168.254.97,Large transaction
9232,192.168.174.246,High-frequency access
6289,192.168.97.23,High-frequency access
1224,192.168.96.162,Suspicious IP
6381,192.168.214.225,Failed logins
865,192.168.171.155,Suspicious IP
5981,192.168.83.237,High-frequency access
5164,192.168.254.138,Suspicious IP
6855,192.168.231.242,High-frequency access
1982,192.168.17.244,Suspicious IP
4338,192.168.74.35,High-frequency access
5964,192.168.50.174,Failed logins
4589,192.168.167.118,Failed logins
4535,192.168.252.150,Large transaction
7033,192.168.85.136,Suspicious IP
2716,192.168.245.176,Failed logins
5191,192.168.87.8,Large transaction
7987,192.168.246.113,Large transaction
4553,192.168.173.84,Large transaction
3704,192.168.209.120,Large transaction
4182,192.168.54.105,High-frequency access
7607,192.168.85.213,High-frequency access
5851,192.168.86.138,Failed logins
6497,192.168.104.32,High-frequency access
3758,192.168.199.141,Failed logins
4306,192.168.0.250,High-frequency access
7111,192.168.52.35,Suspicious IP
5155,192.168.65.99,Large transaction
9321,192.168.240.169,Failed logins
2783,192.168.25.34,Failed logins
9682,192.168.228.131,Large transaction
5745,192.168.32.233,Large transaction
5361,192.168.137.210,Large transaction
6444,192.168.101.232,Suspicious IP
9967,192.168.185.130,Large transaction
7429,192.168.205.199,Suspicious IP
5929,192.168.196.10,Failed logins
2583,192.168.159.59,High-frequency access
6933,192.168.211.176,Suspicious IP
5258,192.168.23.4,Large transaction
9814,192.168.237.210,Failed logins
8358,192.168.45.166,Failed logins
5063,192.168.138.152,Large transaction
9030,192.168.107.192,Suspicious IP
8121,192.168.62.219,Failed logins
6084,192.168.119.51,Large transaction
47,192.168.210.44,Large transaction
4537,192.168.237.144,High-frequency access
7413,192.168.36.66,High-frequency access
5594,192.168.93.0,High-frequency access
7302,192.168.197.96,Large transaction
9083,192.168.151.43,High-frequency access
5392,192.168.189.155,Failed logins
2065,192.168.239.18,High-frequency access
8885,192.168.224.212,Large transaction
2274,192.168.245.251,Large transaction
2096,192.168.11.235,Suspicious IP
6679,192.168.205.56,Large transaction
8595,192.168.253.168,Suspicious IP
9493,192.168.218.128,Large transaction
5772,192.168.22.210,Failed logins
7925,192.168.232.170,Failed logins
4992,192.168.56.255,Failed logins
7066,192.168.139.19,Failed logins
3265,192.168.1.240,Failed logins
9873,192.168.108.193,Suspicious IP
6898,192.168.255.194,High-frequency access
3378,192.168.170.135,Suspicious IP
4765,192.168.27.220,Suspicious IP
6451,192.168.163.153,Suspicious IP
807,192.168.55.142,Suspicious IP
4391,192.168.226.84,Large transaction
2382,192.168.230.215,Large transaction
5613,192.168.153.237,Large transaction
3512,192.168.171.165,Large transaction
5583,192.168.0.63,Suspicious IP
3943,192.168.135.27,Large transaction
9204,192.168.119.179,Suspicious IP
5075,192.168.155.224,Suspicious IP
4127,192.168.126.49,High-frequency access
1119,192.168.214.16,Failed logins
3646,192.168.231.150,Failed logins
1229,192.168.168.252,Large transaction
5159,192.168.68.236,Large transaction
5825,192.168.116.28,Large transaction
9044,192.168.107.38,Large transaction
1925,192.168.220.93,Failed logins
2765,192.168.235.195,Failed logins
3254,192.168.241.222,Failed logins
464,192.168.2.178,Failed logins
8717,192.168.225.29,Suspicious IP
8407,192.168.149.37,Large transaction
9713,192.168.88.82,High-frequency access
882,192.168.40.122,Large transaction
3147,192.168.173.222,Suspicious IP
853,192.168.87.61,Large transaction
7695,192.168.212.28,Suspicious IP
4680,192.168.119.172,Large transaction
1119,192.168.136.21,Large transaction
2023,192.168.42.158,Failed logins
8600,192.168.246.80,Failed logins
1528,192.168.82.69,High-frequency access
9549,192.168.46.160,Failed logins
3858,192.168.37.22,Failed logins
222,192.168.118.174,High-frequency access
2919,192.168.85.148,Large transaction
6338,192.168.23.2,Large transaction
435,192.168.241.143,Large transaction
9454,192.168.93.205,Failed logins
800,192.168.81.176,Large transaction
2794,192.168.78.223,High-frequency access
2034,192.168.184.232,Suspicious IP
8392,192.168.211.255,Large transaction
1073,192.168.201.70,Large transaction
8866,192.168.148.78,High-frequency access
3103,192.168.156.40,Suspicious IP
6153,192.168.119.39,Suspicious IP
4624,192.168.246.9,High-frequency access
8367,192.168.170.176,Large transaction
6627,192.168.99.185,Large transaction
6097,192.168.218.185,Suspicious IP
8118,192.168.58.185,High-frequency access
8174,192.168.78.2,Suspicious IP
9653,192.168.213.230,Failed logins
4258,192.168.115.209,Large transaction
2677,192.168.214.203,Failed logins
6570,192.168.122.90,Failed logins
6130,192.168.143.136,High-frequency access
5577,192.168.87.169,Suspicious IP
1434,192.168.178.204,Large transaction
3891,192.168.34.231,Large transaction
3554,192.168.97.208,Failed logins
5335,192.168.32.40,Suspicious IP
989,192.168.245.167,Suspicious IP
6916,192.168.177.144,Large transaction
9568,192.168.67.96,High-frequency access
3218,192.168.30.157,Suspicious IP
4957,192.168.3.56,High-frequency access
9346,192.168.36.124,Large transaction
715,192.168.224.160,Large transaction
1197,192.168.253.227,Failed logins
6517,192.168.126.153,Large transaction
9955,192.168.18.66,High-frequency access
9581,192.168.133.142,High-frequency access
2574,192.168.74.190,Failed logins
5479,192.168.156.179,High-frequency access
920,192.168.145.78,High-frequency access
2728,192.168.154.47,High-frequency access
2496,192.168.215.170,Failed logins
492,192.168.105.141,Suspicious IP
1499,192.168.79.21,Failed logins
5256,192.168.32.226,High-frequency access
934,192.168.196.139,Large transaction
4445,192.168.227.47,Large transaction
855,192.168.22.40,Large transaction
5095,192.168.201.95,Suspicious IP
6008,192.168.242.160,Suspicious IP
5141,192.168.111.153,High-frequency access
607,192.168.241.228,Failed logins
7245,192.168.192.118,Failed logins
7467,192.168.12.166,Failed logins
4619,192.168.216.92,Suspicious IP
7511,192.168.239.145,High-frequency access
4340,192.168.144.54,Suspicious IP
5496,192.168.147.63,High-frequency access
1554,192.168.163.14,Suspicious IP
2654,192.168.26.127,Large transaction
4066,192.168.98.25,Failed logins
8460,192.168.226.108,Suspicious IP
200,192.168.85.163,Failed logins
3388,192.168.167.95,Suspicious IP
6674,192.168.170.134,High-frequency access
296,192.168.158.18,High-frequency access
2791,192.168.226.186,Suspicious IP
7948,192.168.132.210,Failed logins
2401,192.168.26.196,Large transaction
7725,192.168.183.224,Suspicious IP
3015,192.168.130.244,Failed logins
1421,192.168.223.194,Large transaction
1503,192.168.188.107,Suspicious IP
9042,192.168.112.54,Large transaction
4957,192.168.40.253,High-frequency access
7300,192.168.147.213,High-frequency access
5869,192.168.44.193,Large transaction
2225,192.168.224.69,Large transaction
6150,192.168.12.167,Failed logins
5846,192.168.227.231,Suspicious IP
2770,192.168.152.83,Failed logins
3649,192.168.146.155,Large transaction
5679,192.168.33.29,High-frequency access
1182,192.168.110.73,Failed logins
199,192.168.0.163,Large transaction
4598,192.168.247.95,Failed logins
9815,192.168.239.45,Suspicious IP
995,192.168.118.40,Large transaction
7637,192.168.151.109,High-frequency access
6521,192.168.20.181,Failed logins
5907,192.168.28.154,Large transaction
2666,192.168.210.192,High-frequency access
4431,192.168.67.165,Failed logins
442,192.168.36.43,Large transaction
2289,192.168.129.184,High-frequency access
7032,192.168.205.37,Large transaction
7655,192.168.109.239,High-frequency access
6211,192.168.100.230,Suspicious IP
7105,192.168.152.20,Failed logins
166,192.168.176.232,Suspicious IP
1501,192.168.153.136,Large transaction
9412,192.168.169.197,High-frequency access
6026,192.168.121.228,Failed logins
271,192.168.64.193,Suspicious IP
9403,192.168.218.24,Suspicious IP
1106,192.168.246.45,Suspicious IP
7911,192.168.58.220,Failed logins
9702,192.168.142.157,High-frequency access
6251,192.168.63.223,Large transaction
1901,192.168.51.28,Large transaction
3751,192.168.18.86,Suspicious IP
7007,192.168.173.201,Large transaction
5019,192.168.70.244,Large transaction
3369,192.168.228.144,Large transaction
8254,192.168.35.102,Suspicious IP
3863,192.168.210.83,Large transaction
2902,192.168.140.142,Suspicious IP
5953,192.168.219.187,Suspicious IP
2559,192.168.135.79,High-frequency access
323,192.168.169.33,Failed logins
8480,192.168.111.117,Failed logins
6583,192.168.111.223,Suspicious IP
3505,192.168.154.120,Large transaction
449,192.168.181.182,High-frequency access
7497,192.168.128.155,High-frequency access
5399,192.168.43.130,Failed logins
6813,192.168.50.108,Failed logins
3369,192.168.79.101,Failed logins
2180,192.168.76.177,Large transaction
772,192.168.245.138,High-frequency access
8839,192.168.153.238,Suspicious IP
3856,192.168.39.219,Large transaction
8761,192.168.86.80,Failed logins
9999,192.168.39.5,Suspicious IP
5398,192.168.244.21,Large transaction
4377,192.168.188.130,Failed logins
6377,192.168.47.127,Failed logins
3432,192.168.234.235,High-frequency access
1486,192.168.71.107,Large transaction
8090,192.168.126.88,Failed logins
9180,192.168.251.173,Large transaction
643,192.168.235.95,Large transaction
9050,192.168.227.6,Suspicious IP
874,192.168.197.152,Large transaction
7162,192.168.71.204,High-frequency access
2388,192.168.194.38,High-frequency access
2512,192.168.223.211,High-frequency access
2128,192.168.11.213,Failed logins
5308,192.168.131.192,Suspicious IP
52,192.168.204.140,Large transaction
7962,192.168.255.223,High-frequency access
6806,192.168.34.32,High-frequency access
1149,192.168.80.192,Large transaction
6088,192.168.232.76,High-frequency access
9113,192.168.238.80,Failed logins
3788,192.168.106.43,Suspicious IP
7619,192.168.73.121,Failed logins
2531,192.168.146.95,Failed logins
53,192.168.10.15,Failed logins
8811,192.168.98.37,Failed logins
5827,192.168.147.179,Large transaction
5632,192.168.164.16,High-frequency access
2676,192.168.192.79,Failed logins
2653,192.168.111.11,Failed logins
9039,192.168.197.155,High-frequency access
8282,192.168.176.171,Failed logins
7501,192.168.197.168,High-frequency access
8253,192.168.197.83,Failed logins
9381,192.168.101.34,Failed logins
5030,192.168.239.146,High-frequency access
1326,192.168.19.76,Suspicious IP
9975,192.168.76.96,Failed logins
3593,192.168.52.71,Suspicious IP
5875,192.168.23.159,Failed logins
2894,192.168.102.149,Failed logins
6173,192.168.0.102,Large transaction
5561,192.168.54.17,Suspicious IP
5506,192.168.74.243,Large transaction
230,192.168.195.157,Suspicious IP
1935,192.168.80.168,Large transaction
8512,192.168.113.71,Suspicious IP
9454,192.168.236.129,Suspicious IP
9340,192.168.57.61,Suspicious IP
5092,192.168.219.28,High-frequency access
7093,192.168.15.36,High-frequency access
6840,192.168.180.122,High-frequency access
7513,192.168.102.120,High-frequency access
1094,192.168.231.109,High-frequency access
2107,192.168.118.115,Large transaction
4174,192.168.104.158,Suspicious IP
7032,192.168.100.40,High-frequency access
6411,192.168.39.116,Large transaction
4016,192.168.246.142,Large transaction
6765,192.168.243.6,Suspicious IP
3902,192.168.223.60,Large transaction
3013,192.168.74.136,High-frequency access
174,192.168.191.61,High-frequency access
7377,192.168.198.191,Failed logins
6905,192.168.120.153,Large transaction
4177,192.168.120.152,High-frequency access
3266,192.168.38.163,Large transaction
5560,192.168.232.117,High-frequency access
504,192.168.13.108,Suspicious IP
8449,192.168.60.218,High-frequency access
372,192.168.178.243,Large transaction
2962,192.168.203.252,Suspicious IP
3621,192.168.14.75,Suspicious IP
624,192.168.201.157,Failed logins
8131,192.168.181.124,Large transaction
7768,192.168.176.73,High-frequency access
9298,192.168.163.215,Failed logins
1714,192.168.45.181,High-frequency access
2047,192.168.106.232,Suspicious IP
6397,192.168.219.12,Suspicious IP
596,192.168.151.33,Failed logins
4081,192.168.39.155,High-frequency access
3936,192.168.4.102,High-frequency access
3533,192.168.65.200,Failed logins
4684,192.168.6.102,High-frequency access
4383,192.168.56.33,Failed logins
8038,192.168.110.182,Failed logins
1855,192.168.21.35,High-frequency access
9868,192.168.165.0,High-frequency access
7339,192.168.190.71,Large transaction
8211,192.168.174.145,High-frequency access
4704,192.168.66.125,Large transaction
5554,192.168.251.14,Suspicious IP
5446,192.168.215.28,Failed logins
5337,192.168.226.116,Failed logins
6215,192.168.189.71,Failed logins
899,192.168.48.176,Suspicious IP
7855,192.168.139.190,Failed logins
3877,192.168.133.57,Large transaction
447,192.168.91.168,High-frequency access
6328,192.168.63.183,Failed logins
1745,192.168.15.220,Large transaction
6497,192.168.161.51,High-frequency access
8946,192.168.109.176,Suspicious IP
1734,192.168.72.132,Suspicious IP
9885,192.168.255.228,Suspicious IP
241,192.168.125.68,Failed logins
2020,192.168.175.244,Suspicious IP
9883,192.168.97.207,Large transaction
1789,192.168.209.184,High-frequency access
7348,192.168.28.234,High-frequency access
4122,192.168.249.50,Large transaction
7586,192.168.136.63,Failed logins
7447,192.168.59.129,High-frequency access
8453,192.168.127.193,High-frequency access
3165,192.168.134.176,High-frequency access
5043,192.168.152.226,Large transaction
4380,192.168.253.205,Suspicious IP
1872,192.168.116.160,High-frequency access
7490,192.168.157.53,Failed logins
8893,192.168.90.62,Large transaction
4758,192.168.156.199,Large transaction
2727,192.168.40.102,Large transaction
9331,192.168.182.21,Failed logins
4273,192.168.137.200,Suspicious IP
7534,192.168.184.80,High-frequency access
6024,192.168.35.224,Large transaction
5048,192.168.39.240,Failed logins
3851,192.168.177.218,Failed logins
6175,192.168.168.110,Large transaction
8089,192.168.75.108,Large transaction
542,192.168.41.212,High-frequency access
3227,192.168.187.181,Failed logins
1448,192.168.112.40,Suspicious IP
3146,192.168.194.30,Large transaction
6180,192.168.82.74,Suspicious IP
2856,192.168.198.39,Suspicious IP
1440,192.168.241.33,Suspicious IP
1071,192.168.180.120,High-frequency access
3789,192.168.220.217,Suspicious IP
4712,192.168.87.14,Large transaction
5117,192.168.3.81,Suspicious IP
1402,192.168.28.28,Failed logins
2903,192.168.203.35,Large transaction
9342,192.168.115.200,Failed logins
7186,192.168.156.209,Failed logins
4112,192.168.100.123,Large transaction
988,192.168.96.165,High-frequency access
4993,192.168.25.102,High-frequency access
1203,192.168.131.112,High-frequency access
1453,192.168.9.26,High-frequency access
307,192.168.170.249,Suspicious IP
1685,192.168.69.19,Suspicious IP
2080,192.168.6.102,High-frequency access
2225,192.168.158.234,Suspicious IP
656,192.168.47.215,Large transaction
6680,192.168.92.218,Failed logins
8219,192.168.164.147,Large transaction
6198,192.168.197.9,Suspicious IP
5068,192.168.169.250,Suspicious IP
5364,192.168.221.0,Suspicious IP
8386,192.168.205.39,High-frequency access
4099,192.168.199.97,High-frequency access
9454,192.168.143.123,High-frequency access
679,192.168.75.251,Suspicious IP
135,192.168.34.157,Failed logins
6170,192.168.150.21,Suspicious IP
6262,192.168.52.14,High-frequency access
2744,192.168.125.89,Failed logins
6602,192.168.150.168,Failed logins
2053,192.168.121.96,Large transaction
2179,192.168.95.59,High-frequency access
4485,192.168.205.57,Large transaction
5188,192.168.55.184,Failed logins
4949,192.168.118.84,Suspicious IP
9580,192.168.114.64,Failed logins
9526,192.168.138.177,Large transaction
8028,192.168.232.94,Failed logins
6494,192.168.164.236,Large transaction
5228,192.168.167.20,Failed logins
8593,192.168.25.52,Failed logins
8497,192.168.123.132,High-frequency access
4367,192.168.25.204,Failed logins
2833,192.168.123.249,Large transaction
5306,192.168.55.65,Large transaction
2227,192.168.8.35,Suspicious IP
8126,192.168.109.239,Suspicious IP
7699,192.168.12.122,Failed logins
5792,192.168.156.4,High-frequency access
6939,192.168.154.155,Failed logins
5162,192.168.187.152,Large transaction
4815,192.168.47.161,Suspicious IP
7777,192.168.217.143,Large transaction
9206,192.168.31.59,High-frequency access
8600,192.168.40.74,Failed logins
3520,192.168.234.204,Suspicious IP
6166,192.168.146.38,Large transaction
9389,192.168.39.162,Failed logins
2987,192.168.166.90,High-frequency access
432,192.168.117.240,Large transaction
558,192.168.249.113,Suspicious IP
6779,192.168.138.98,Large transaction
4178,192.168.128.17,Large transaction
7697,192.168.233.53,Suspicious IP
6341,192.168.249.128,Suspicious IP
4989,192.168.24.248,Failed logins
8389,192.168.91.120,High-frequency access
6821,192.168.141.189,High-frequency access
1584,192.168.244.174,Suspicious IP
4727,192.168.98.226,Failed logins
5862,192.168.55.107,Large transaction
3973,192.168.181.103,Suspicious IP
9348,192.168.207.77,Suspicious IP
1477,192.168.130.141,Large transaction
104,192.168.103.194,Failed logins
9624,192.168.83.27,Large transaction
2901,192.168.41.223,Failed logins
106,192.168.97.218,Failed logins
1460,192.168.143.124,Failed logins
9459,192.168.196.176,Failed logins
6950,192.168.242.39,Failed logins
7744,192.168.99.249,Failed logins
7963,192.168.30.149,Large transaction
2329,192.168.20.30,Failed logins
9503,192.168.181.104,Large transaction
2811,192.168.147.232,Failed logins
6765,192.168.179.16,High-frequency access
4933,192.168.230.143,Failed logins
135,192.168.54.142,Large transaction
2924,192.168.114.21,High-frequency access
503,192.168.39.178,Large transaction
6024,192.168.250.211,Large transaction
9833,192.168.79.74,High-frequency access
930,192.168.188.28,High-frequency access
885,192.168.65.106,High-frequency access
9024,192.168.116.156,Failed logins
6429,192.168.118.4,Failed logins
7411,192.168.99.180,Suspicious IP
6328,192.168.56.88,Failed logins
8700,192.168.166.200,Failed logins
6596,192.168.232.250,Large transaction
2936,192.168.110.178,High-frequency access
8842,192.168.88.59,Large transaction
9467,192.168.150.94,High-frequency access
1884,192.168.1.178,Suspicious IP
715,192.168.62.144,Failed logins
3702,192.168.48.206,High-frequency access
8354,192.168.93.130,Suspicious IP
6951,192.168.17.84,High-frequency access
5258,192.168.228.143,Large transaction
8714,192.168.91.35,Failed logins
826,192.168.12.134,Large transaction
9896,192.168.65.5,Failed logins
4134,192.168.58.72,Large transaction
5770,192.168.56.139,High-frequency access
1489,192.168.154.118,Large transaction
1846,192.168.114.198,High-frequency access
4621,192.168.180.133,Large transaction
5504,192.168.198.199,Suspicious IP
1968,192.168.188.24,Large transaction
8539,192.168.29.85,Large transaction
2156,192.168.126.106,Failed logins
7918,192.168.88.201,High-frequency access
6657,192.168.62.147,Large transaction
5711,192.168.233.141,Failed logins
6541,192.168.188.161,Suspicious IP
3343,192.168.132.190,Large transaction
623,192.168.200.205,Large transaction
8302,192.168.129.171,Suspicious IP
3178,192.168.97.188,Large transaction
193,192.168.183.176,High-frequency access
184,192.168.237.26,Failed logins
9312,192.168.248.31,Large transaction
5401,192.168.211.150,High-frequency access
7153,192.168.158.157,Failed logins
1210,192.168.30.138,High-frequency access
4179,192.168.177.253,Large transaction
8034,192.168.213.216,High-frequency access
5899,192.168.180.45,Failed logins
4809,192.168.250.164,High-frequency access
36,192.168.50.147,Large transaction
5612,192.168.215.91,High-frequency access
9089,192.168.153.186,Failed logins
799,192.168.197.63,High-frequency access
9093,192.168.77.92,Suspicious IP
5431,192.168.241.57,Failed logins
6911,192.168.129.7,Failed logins
2851,192.168.239.13,Failed logins
5476,192.168.124.38,Suspicious IP
2466,192.168.233.97,High-frequency access
897,192.168.237.72,Suspicious IP
8042,192.168.164.92,High-frequency access
8746,192.168.68.18,High-frequency access
2599,192.168.99.27,Large transaction
5838,192.168.196.119,Failed logins
2700,192.168.118.120,Large transaction
9392,192.168.186.200,Failed logins
3875,192.168.114.169,High-frequency access
7188,192.168.119.115,High-frequency access
1810,192.168.120.33,Failed logins
2507,192.168.145.35,High-frequency access
9774,192.168.19.227,Large transaction
2028,192.168.53.139,High-frequency access
2326,192.168.21.49,Large transaction
1405,192.168.215.180,Suspicious IP
2474,192.168.83.226,Failed logins
9940,192.168.30.94,Large transaction
7460,192.168.176.96,High-frequency access
6134,192.168.63.20,High-frequency access
1299,192.168.211.229,Large transaction
9310,192.168.135.27,Failed logins
5645,192.168.49.46,High-frequency access
4690,192.168.219.83,Large transaction
2836,192.168.132.146,High-frequency access
4304,192.168.236.33,Large transaction
7862,192.168.2.26,Failed logins
2125,192.168.8.75,Suspicious IP
6601,192.168.196.33,Suspicious IP
4599,192.168.155.248,High-frequency access
1586,192.168.156.75,Failed logins
9405,192.168.79.104,Failed logins
916,192.168.212.57,High-frequency access
5607,192.168.12.157,High-frequency access
2589,192.168.69.104,Failed logins
9626,192.168.155.204,High-frequency access
10000,192.168.71.106,Large transaction
8844,192.168.125.53,Large transaction
2683,192.168.22.132,Suspicious IP
2861,192.168.217.63,Suspicious IP
7950,192.168.9.189,Large transaction
4759,192.168.93.19,High-frequency access
1790,192.168.42.161,High-frequency access
4043,192.168.59.116,High-frequency access
2090,192.168.201.34,Suspicious IP
3645,192.168.106.114,High-frequency access
8498,192.168.169.111,Suspicious IP
6705,192.168.173.156,Failed logins
4194,192.168.210.54,Suspicious IP
2566,192.168.143.37,Failed logins
3818,192.168.157.7,Suspicious IP
6356,192.168.205.60,Failed logins
8607,192.168.13.68,High-frequency access
2467,192.168.229.50,Suspicious IP
3644,192.168.131.101,Large transaction
136,192.168.64.241,Failed logins
8365,192.168.38.224,Large transaction
1008,192.168.108.163,Suspicious IP
7940,192.168.133.103,Suspicious IP
4437,192.168.97.95,Suspicious IP
145,192.168.235.71,Large transaction
4536,192.168.4.41,Suspicious IP
9106,192.168.222.221,Large transaction
9635,192.168.176.160,High-frequency access
925,192.168.35.227,Large transaction
6812,192.168.7.78,Failed logins
8807,192.168.103.133,Large transaction
8993,192.168.202.237,Failed logins
1393,192.168.52.245,Large transaction
2237,192.168.114.158,Failed logins
8230,192.168.184.218,Suspicious IP
7501,192.168.176.163,Large transaction
5909,192.168.206.185,Suspicious IP
3871,192.168.160.227,Large transaction
7377,192.168.24.99,Failed logins
2651,192.168.232.10,Failed logins
5835,192.168.7.209,Large transaction
2204,192.168.138.67,High-frequency access
745,192.168.71.71,Large transaction
1094,192.168.130.142,Suspicious IP
2474,192.168.143.6,High-frequency access
7390,192.168.173.211,Suspicious IP
265,192.168.186.189,Failed logins
4691,192.168.2.47,Failed logins
1812,192.168.242.8,High-frequency access
3219,192.168.99.174,Suspicious IP
4048,192.168.98.69,Suspicious IP
6871,192.168.210.143,High-frequency access
7667,192.168.228.140,Failed logins
1981,192.168.98.204,Failed logins
2440,192.168.121.49,High-frequency access
9718,192.168.49.177,High-frequency access
6401,192.168.53.56,Failed logins
2765,192.168.203.142,Failed logins
8541,192.168.146.74,Suspicious IP
9359,192.168.226.198,High-frequency access
8763,192.168.38.247,High-frequency access
309,192.168.253.76,Failed logins
9185,192.168.185.135,Large transaction
1398,192.168.243.180,High-frequency access
9617,192.168.251.35,Failed logins
5368,192.168.158.80,Large transaction
2985,192.168.96.226,Suspicious IP
398,192.168.178.14,Suspicious IP
7525,192.168.103.220,High-frequency access
505,192.168.250.232,Failed logins
6333,192.168.228.144,Large transaction
5360,192.168.116.32,High-frequency access
9766,192.168.137.34,High-frequency access
5936,192.168.44.138,Failed logins
1450,192.168.38.76,Suspicious IP
8913,192.168.85.154,Large transaction
8200,192.168.217.151,Large transaction
170,192.168.63.18,Suspicious IP
1032,192.168.38.90,Suspicious IP
1715,192.168.250.53,Failed logins
7900,192.168.185.223,Large transaction
6561,192.168.70.175,Failed logins
3977,192.168.182.39,High-frequency access
341,192.168.206.34,Failed logins
5392,192.168.119.13,Large transaction
991,192.168.167.158,Failed logins
2834,192.168.162.102,Suspicious IP
2064,192.168.95.126,Failed logins
1534,192.168.130.118,Suspicious IP
8566,192.168.251.49,Suspicious IP
9298,192.168.225.11,Large transaction
9145,192.168.58.217,High-frequency access
9688,192.168.39.91,Failed logins
9651,192.168.242.15,Suspicious IP
9220,192.168.170.126,Failed logins
8844,192.168.193.53,Large transaction
1667,192.168.3.54,Large transaction
9007,192.168.56.215,Large transaction
8046,192.168.77.40,Failed logins
4149,192.168.225.65,Large transaction
7561,192.168.244.148,Suspicious IP
8603,192.168.136.255,Large transaction
631,192.168.81.10,Failed logins
9782,192.168.27.34,Failed logins
9276,192.168.166.43,Failed logins
5246,192.168.121.55,Failed logins
3617,192.168.216.71,Suspicious IP
8538,192.168.145.93,Suspicious IP
8665,192.168.94.15,Failed logins
2922,192.168.192.79,Suspicious IP
1604,192.168.188.31,Failed logins
7215,192.168.158.95,Failed logins
1740,192.168.49.138,High-frequency access
5349,192.168.151.238,Large transaction
3603,192.168.195.249,Failed logins
4799,192.168.252.27,Failed logins
4401,192.168.128.75,Failed logins
1020,192.168.26.237,Large transaction
7429,192.168.219.10,Failed logins
3439,192.168.75.136,Suspicious IP
3239,192.168.46.236,Suspicious IP
1772,192.168.225.174,Failed logins
6828,192.168.219.253,Failed logins
9228,192.168.103.57,Failed logins
4055,192.168.43.244,Suspicious IP
9798,192.168.20.236,Failed logins
6445,192.168.57.5,High-frequency access
8597,192.168.84.249,High-frequency access
7717,192.168.22.131,Failed logins
879,192.168.181.147,High-frequency access
2924,192.168.34.105,High-frequency access
7565,192.168.142.246,Failed logins
1665,192.168.217.154,Large transaction
7477,192.168.113.70,Suspicious IP
5504,192.168.138.250,Suspicious IP
2495,192.168.120.152,Suspicious IP
2135,192.168.85.180,Large transaction
216,192.168.110.84,Large transaction
7507,192.168.45.78,Large transaction
7901,192.168.184.148,Failed logins
6285,192.168.79.171,High-frequency access
1802,192.168.82.242,Large transaction
