date,weather_location,temperature,weather_condition
2025-01-19,Paris,28.7,Rain
2025-01-10,Bordeaux,9.8,Snow
2025-01-04,Bordeaux,3.2,Storm
2025-01-29,Marseille,9.2,Rain
2025-01-04,Bordeaux,-1.6,Rain
2025-01-04,Toulouse,-2.0,Snow
2025-01-29,Lyon,1.0,Rain
2025-01-18,Lyon,3.5,Storm
2025-01-18,Lyon,21.1,Rain
2025-01-10,Lyon,-2.4,Storm
2025-02-02,Marseille,16.2,Fog
2025-01-26,Lyon,9.1,Snow
2025-01-10,Paris,6.5,Storm
2025-01-10,Marseille,-0.7,Storm
2025-01-13,Marseille,34.1,Fog
2025-01-29,Toulouse,0.4,Snow
2025-01-26,Toulouse,24.5,Clear
2025-02-02,Lyon,6.0,Snow
2025-01-08,Lyon,34.6,Rain
2025-01-13,Lyon,20.8,Snow
2025-01-07,Marseille,20.6,Snow
2025-01-17,Marseille,33.8,Snow
2025-01-05,Paris,-4.8,Rain
2025-01-29,Paris,6.7,Storm
2025-01-05,Lyon,30.7,Fog
2025-01-10,Bordeaux,28.2,Snow
2025-01-20,Bordeaux,21.0,Storm
2025-01-24,Lyon,11.1,Clear
2025-01-07,Lyon,29.9,Storm
2025-01-07,Paris,16.4,Rain
2025-01-30,Marseille,32.8,Fog
2025-01-25,Toulouse,16.9,Snow
2025-01-29,Marseille,23.1,Clear
2025-01-06,Lyon,-2.4,Fog
2025-01-22,Toulouse,1.0,Clear
2025-01-11,Toulouse,9.3,Rain
2025-01-09,Bordeaux,15.0,Clear
2025-01-04,Lyon,16.4,Snow
2025-01-24,Bordeaux,21.7,Snow
2025-01-15,Toulouse,15.3,Storm
2025-01-25,Lyon,26.5,Rain
2025-01-25,Bordeaux,-0.5,Clear
2025-01-22,Toulouse,5.9,Storm
2025-01-26,Bordeaux,12.8,Clear
2025-01-28,Toulouse,6.0,Rain
2025-01-29,Paris,6.3,Snow
2025-01-18,Marseille,1.0,Storm
2025-01-28,Paris,7.0,Fog
2025-01-24,Marseille,1.5,Storm
2025-01-28,Marseille,4.1,Snow
2025-01-11,Lyon,15.4,Snow
2025-01-08,Marseille,29.7,Clear
2025-01-29,Bordeaux,29.2,Rain
2025-01-11,Bordeaux,20.7,Fog
2025-02-02,Paris,4.7,Snow
2025-01-16,Paris,8.6,Fog
2025-01-05,Bordeaux,33.3,Rain
2025-01-14,Lyon,6.6,Clear
2025-01-20,Lyon,-2.1,Fog
2025-01-24,Paris,6.7,Snow
2025-01-04,Paris,29.3,Snow
2025-01-10,Marseille,7.4,Snow
2025-01-13,Marseille,-2.9,Clear
2025-01-04,Bordeaux,-1.9,Snow
2025-01-28,Toulouse,22.0,Rain
2025-01-17,Marseille,31.2,Snow
2025-01-23,Toulouse,34.8,Fog
2025-01-20,Marseille,25.5,Snow
2025-02-01,Toulouse,27.8,Storm
2025-01-05,Toulouse,17.7,Clear
2025-01-19,Toulouse,8.5,Clear
2025-01-05,Toulouse,28.3,Clear
2025-01-24,Paris,31.5,Clear
2025-01-03,Bordeaux,19.3,Snow
2025-02-02,Bordeaux,-0.6,Storm
2025-01-07,Paris,33.3,Clear
2025-01-10,Bordeaux,6.4,Clear
2025-01-31,Lyon,19.1,Fog
2025-01-07,Lyon,17.4,Snow
2025-01-09,Marseille,7.6,Snow
2025-01-22,Marseille,6.1,Clear
2025-01-28,Lyon,26.3,Snow
2025-01-21,Bordeaux,22.7,Snow
2025-01-16,Lyon,32.1,Rain
2025-02-02,Toulouse,27.8,Storm
2025-01-31,Bordeaux,26.3,Fog
2025-01-18,Marseille,9.5,Storm
2025-01-04,Bordeaux,20.7,Clear
2025-01-08,Lyon,0.1,Fog
2025-01-31,Marseille,22.6,Rain
2025-01-09,Toulouse,17.1,Fog
2025-01-12,Lyon,-2.8,Storm
2025-01-06,Lyon,28.2,Clear
2025-01-16,Paris,15.2,Rain
2025-01-17,Paris,-0.5,Snow
2025-01-24,Bordeaux,29.9,Rain
2025-01-08,Paris,26.1,Storm
2025-01-15,Marseille,16.1,Snow
2025-01-30,Paris,13.9,Fog
2025-01-17,Toulouse,34.4,Fog
2025-01-28,Marseille,10.6,Rain
2025-02-01,Paris,6.8,Snow
2025-01-26,Bordeaux,34.3,Fog
2025-01-30,Bordeaux,10.5,Storm
2025-02-02,Paris,31.4,Fog
2025-01-25,Marseille,0.7,Rain
2025-01-27,Bordeaux,31.9,Snow
2025-01-29,Toulouse,8.4,Clear
2025-01-27,Marseille,7.1,Rain
2025-01-20,Bordeaux,25.9,Clear
2025-01-12,Toulouse,5.6,Clear
2025-02-02,Toulouse,17.7,Rain
2025-01-10,Lyon,20.2,Storm
2025-01-06,Marseille,28.3,Storm
2025-01-23,Paris,-1.9,Storm
2025-01-15,Paris,24.6,Clear
2025-01-23,Paris,2.9,Fog
2025-01-08,Marseille,18.4,Rain
2025-01-09,Lyon,26.8,Snow
2025-01-07,Paris,32.5,Clear
2025-01-07,Marseille,13.9,Snow
2025-01-04,Marseille,-1.5,Rain
2025-01-19,Lyon,0.8,Clear
2025-01-11,Bordeaux,33.2,Snow
2025-01-18,Toulouse,-3.1,Rain
2025-01-29,Bordeaux,30.3,Fog
2025-01-22,Marseille,17.0,Snow
2025-01-08,Paris,6.6,Snow
2025-01-27,Toulouse,10.1,Rain
2025-01-03,Bordeaux,26.8,Snow
2025-01-30,Toulouse,23.9,Rain
2025-01-30,Bordeaux,9.5,Clear
2025-01-19,Lyon,19.6,Storm
2025-01-19,Bordeaux,32.8,Snow
2025-01-04,Lyon,11.9,Storm
2025-01-07,Toulouse,-2.5,Clear
2025-02-02,Toulouse,-4.4,Storm
2025-01-30,Toulouse,21.3,Clear
2025-01-23,Bordeaux,31.8,Storm
2025-01-13,Lyon,10.1,Rain
2025-01-07,Paris,11.9,Snow
2025-01-17,Lyon,32.6,Clear
2025-01-17,Toulouse,-3.6,Clear
2025-01-11,Paris,15.5,Rain
2025-01-05,Toulouse,9.4,Fog
2025-01-17,Toulouse,5.8,Storm
2025-01-28,Bordeaux,32.7,Fog
2025-01-20,Paris,21.5,Snow
2025-01-09,Toulouse,26.8,Rain
2025-01-24,Bordeaux,27.6,Clear
2025-01-22,Bordeaux,19.3,Fog
2025-01-07,Marseille,-3.2,Fog
2025-01-12,Paris,0.9,Fog
2025-01-28,Toulouse,1.0,Rain
2025-01-27,Marseille,-0.1,Snow
2025-01-12,Marseille,10.3,Storm
2025-02-02,Paris,33.0,Snow
2025-01-25,Lyon,15.8,Clear
2025-01-20,Marseille,27.1,Fog
2025-01-07,Lyon,19.5,Storm
2025-01-05,Paris,34.4,Clear
2025-01-21,Paris,10.4,Fog
2025-01-30,Bordeaux,24.2,Storm
2025-01-17,Bordeaux,35.0,Fog
2025-01-18,Bordeaux,31.9,Snow
2025-01-23,Lyon,24.7,Clear
2025-01-09,Lyon,24.2,Rain
2025-01-31,Toulouse,15.6,Snow
2025-01-10,Lyon,8.4,Rain
2025-01-21,Bordeaux,14.5,Storm
2025-01-30,Lyon,16.9,Clear
2025-01-16,Toulouse,-1.9,Clear
2025-01-31,Paris,8.0,Clear
2025-01-24,Paris,14.2,Clear
2025-01-22,Lyon,6.5,Rain
2025-01-28,Marseille,-0.9,Rain
2025-01-22,Marseille,6.0,Clear
2025-01-11,Toulouse,15.5,Fog
2025-01-24,Toulouse,18.3,Clear
2025-01-24,Bordeaux,30.5,Storm
2025-01-27,Toulouse,3.8,Rain
2025-01-03,Bordeaux,13.4,Snow
2025-01-29,Paris,9.0,Rain
2025-01-15,Paris,26.8,Snow
2025-01-08,Bordeaux,9.8,Fog
2025-01-22,Lyon,8.6,Snow
2025-01-31,Lyon,34.7,Fog
2025-01-16,Toulouse,-2.1,Clear
2025-01-29,Toulouse,22.1,Snow
2025-01-30,Lyon,34.6,Storm
2025-02-02,Lyon,-4.4,Storm
2025-01-23,Toulouse,34.1,Snow
2025-01-21,Toulouse,30.9,Storm
2025-01-31,Toulouse,21.9,Rain
2025-01-17,Paris,20.9,Snow
2025-01-27,Lyon,23.9,Snow
2025-01-21,Marseille,32.6,Storm
2025-02-02,Bordeaux,5.5,Clear
2025-01-03,Lyon,19.8,Snow
2025-02-02,Marseille,25.9,Storm
2025-01-09,Toulouse,6.5,Rain
2025-01-27,Bordeaux,6.5,Fog
2025-01-29,Marseille,8.7,Storm
2025-01-07,Toulouse,24.4,Fog
2025-01-20,Lyon,15.8,Storm
2025-01-03,Lyon,17.0,Fog
2025-01-04,Lyon,14.3,Clear
2025-01-13,Lyon,32.4,Rain
2025-01-06,Paris,-0.1,Fog
2025-01-09,Toulouse,31.2,Rain
2025-01-30,Paris,16.9,Storm
2025-01-26,Lyon,2.2,Clear
2025-02-02,Toulouse,1.1,Rain
2025-01-14,Paris,18.6,Rain
2025-01-06,Marseille,13.3,Storm
2025-01-31,Paris,4.0,Fog
2025-01-27,Toulouse,34.2,Storm
2025-01-21,Toulouse,33.7,Clear
2025-01-18,Toulouse,8.8,Clear
2025-01-19,Marseille,11.2,Storm
2025-01-25,Lyon,12.4,Storm
2025-01-07,Marseille,4.9,Clear
2025-01-04,Marseille,6.3,Fog
2025-01-14,Marseille,30.6,Snow
2025-02-02,Lyon,4.7,Fog
2025-01-20,Lyon,31.3,Storm
2025-01-15,Bordeaux,13.5,Fog
2025-01-10,Marseille,18.4,Storm
2025-01-04,Marseille,4.6,Fog
2025-01-22,Toulouse,23.4,Fog
2025-01-28,Bordeaux,22.1,Storm
2025-01-03,Lyon,24.5,Storm
2025-01-25,Paris,22.8,Storm
2025-01-30,Paris,11.4,Clear
2025-01-18,Marseille,6.0,Snow
2025-01-23,Marseille,6.3,Snow
2025-01-21,Lyon,1.3,Clear
2025-01-03,Bordeaux,34.1,Storm
2025-01-10,Toulouse,2.2,Storm
2025-01-03,Paris,-3.7,Snow
2025-01-05,Marseille,14.5,Rain
2025-01-09,Toulouse,-0.2,Snow
2025-01-25,Paris,25.5,Fog
2025-01-06,Bordeaux,8.0,Fog
2025-02-02,Toulouse,-0.7,Rain
2025-01-04,Lyon,9.5,Clear
2025-01-14,Paris,34.0,Rain
2025-01-05,Toulouse,12.8,Fog
2025-01-24,Lyon,9.4,Storm
2025-01-05,Marseille,11.9,Clear
2025-02-02,Bordeaux,18.8,Clear
2025-01-07,Paris,3.2,Rain
2025-01-14,Paris,9.9,Snow
2025-01-23,Lyon,19.3,Clear
2025-01-05,Bordeaux,8.8,Fog
2025-01-08,Marseille,10.6,Fog
2025-01-13,Lyon,23.3,Snow
2025-01-26,Toulouse,9.0,Snow
2025-01-15,Bordeaux,20.1,Snow
2025-01-21,Toulouse,29.8,Rain
2025-01-25,Lyon,22.7,Clear
2025-01-11,Lyon,-3.1,Snow
2025-01-23,Toulouse,26.4,Fog
2025-01-14,Lyon,14.9,Clear
2025-01-26,Marseille,13.3,Rain
2025-01-21,Bordeaux,27.8,Rain
2025-01-10,Toulouse,26.5,Storm
2025-01-30,Toulouse,12.9,Rain
2025-01-05,Lyon,-0.5,Clear
2025-01-22,Paris,12.2,Clear
2025-02-02,Marseille,-1.1,Storm
2025-01-17,Lyon,19.8,Rain
2025-01-29,Paris,25.5,Clear
2025-01-31,Paris,20.1,Rain
2025-01-20,Lyon,18.7,Clear
2025-01-12,Bordeaux,29.2,Fog
2025-02-01,Toulouse,26.5,Storm
2025-01-08,Lyon,7.1,Clear
2025-01-25,Paris,22.9,Storm
2025-01-03,Paris,6.9,Snow
2025-01-19,Bordeaux,10.8,Fog
2025-01-28,Marseille,17.2,Clear
2025-01-17,Marseille,22.1,Snow
2025-01-23,Lyon,16.4,Rain
2025-01-25,Bordeaux,21.3,Rain
2025-01-04,Paris,2.0,Rain
2025-01-22,Paris,-0.9,Rain
2025-01-23,Toulouse,15.9,Snow
2025-01-13,Toulouse,29.4,Fog
2025-01-21,Paris,2.5,Clear
2025-01-28,Paris,13.7,Storm
2025-01-16,Toulouse,7.9,Storm
2025-01-16,Lyon,4.6,Clear
2025-01-28,Marseille,18.3,Storm
2025-01-22,Bordeaux,17.2,Clear
2025-01-21,Toulouse,29.5,Snow
2025-01-27,Paris,34.0,Fog
2025-02-02,Paris,28.2,Fog
2025-01-24,Paris,14.1,Storm
2025-01-31,Toulouse,30.0,Fog
2025-01-15,Bordeaux,6.5,Storm
2025-01-22,Marseille,-2.0,Rain
2025-01-04,Marseille,4.6,Snow
2025-01-24,Toulouse,24.1,Fog
2025-01-22,Bordeaux,-1.4,Storm
2025-01-12,Marseille,15.1,Rain
2025-01-11,Paris,26.2,Storm
2025-01-28,Paris,21.5,Snow
2025-01-14,Bordeaux,13.1,Rain
2025-01-20,Toulouse,-3.3,Clear
2025-01-09,Toulouse,14.5,Snow
2025-01-29,Paris,32.6,Snow
2025-02-02,Marseille,20.1,Fog
2025-01-10,Marseille,9.7,Storm
2025-01-16,Toulouse,30.9,Snow
2025-01-05,Lyon,18.6,Fog
2025-02-01,Paris,8.2,Storm
2025-01-05,Lyon,34.3,Rain
2025-01-11,Lyon,9.2,Snow
2025-01-07,Toulouse,14.0,Fog
2025-01-29,Paris,16.4,Storm
2025-01-19,Toulouse,0.0,Storm
2025-01-22,Marseille,1.9,Storm
2025-01-07,Lyon,5.2,Clear
2025-01-04,Bordeaux,32.1,Rain
2025-01-03,Paris,34.1,Clear
2025-01-11,Bordeaux,32.3,Rain
2025-01-25,Paris,3.8,Snow
2025-01-23,Toulouse,4.0,Fog
2025-01-17,Paris,34.7,Clear
2025-01-17,Lyon,5.0,Fog
2025-01-29,Marseille,13.8,Rain
2025-01-31,Bordeaux,15.6,Rain
2025-01-14,Paris,20.3,Storm
2025-01-20,Paris,27.4,Clear
2025-01-21,Marseille,19.1,Snow
2025-02-01,Bordeaux,34.6,Fog
2025-01-12,Lyon,8.9,Storm
2025-01-26,Toulouse,33.6,Rain
2025-01-18,Toulouse,20.5,Rain
2025-01-13,Paris,13.0,Snow
2025-01-26,Bordeaux,16.1,Snow
2025-01-23,Paris,29.0,Clear
2025-01-05,Lyon,15.0,Clear
2025-01-29,Lyon,14.8,Clear
2025-01-30,Bordeaux,17.4,Storm
2025-01-27,Toulouse,7.8,Fog
2025-01-20,Toulouse,-3.8,Storm
2025-01-25,Lyon,7.6,Clear
2025-01-08,Paris,32.8,Rain
2025-01-20,Marseille,33.3,Storm
2025-01-07,Paris,27.9,Rain
2025-01-08,Lyon,17.1,Rain
2025-01-15,Toulouse,29.6,Storm
2025-01-22,Lyon,-0.1,Fog
2025-01-07,Toulouse,12.9,Clear
2025-01-22,Bordeaux,20.2,Fog
2025-02-01,Marseille,6.5,Rain
2025-01-07,Bordeaux,4.2,Fog
2025-01-26,Toulouse,27.0,Clear
2025-02-02,Bordeaux,2.7,Fog
2025-01-17,Lyon,20.9,Snow
2025-01-26,Paris,27.0,Clear
2025-01-30,Paris,3.8,Fog
2025-01-07,Toulouse,9.8,Storm
2025-01-25,Toulouse,15.3,Fog
2025-01-07,Marseille,13.9,Fog
2025-01-03,Lyon,33.0,Storm
2025-02-02,Marseille,3.1,Clear
2025-01-20,Marseille,3.6,Fog
2025-01-07,Paris,16.5,Snow
2025-01-12,Paris,17.6,Storm
2025-01-10,Bordeaux,18.0,Fog
2025-01-07,Lyon,5.0,Rain
2025-01-29,Lyon,4.4,Snow
2025-02-01,Marseille,20.3,Clear
2025-01-03,Paris,19.3,Snow
2025-01-30,Marseille,21.3,Snow
2025-01-21,Bordeaux,5.1,Fog
2025-01-29,Paris,1.5,Storm
2025-01-07,Paris,2.8,Rain
2025-02-02,Marseille,14.8,Rain
2025-01-05,Paris,-1.5,Snow
2025-01-17,Bordeaux,-2.3,Clear
2025-01-27,Toulouse,9.8,Storm
2025-01-16,Paris,27.5,Snow
2025-01-25,Lyon,21.5,Fog
2025-01-29,Toulouse,3.7,Clear
2025-01-31,Lyon,1.0,Snow
2025-01-08,Toulouse,21.2,Fog
2025-01-25,Paris,7.8,Clear
2025-01-27,Lyon,2.3,Storm
2025-01-14,Toulouse,10.2,Fog
2025-01-13,Lyon,10.6,Clear
2025-01-13,Toulouse,13.6,Clear
2025-01-10,Lyon,27.0,Clear
2025-01-22,Lyon,14.4,Rain
2025-01-07,Marseille,27.5,Storm
2025-01-21,Toulouse,-1.9,Clear
2025-01-29,Lyon,18.0,Rain
2025-01-20,Paris,25.4,Storm
2025-01-28,Bordeaux,19.9,Clear
2025-01-15,Toulouse,31.8,Snow
2025-01-26,Marseille,-5.0,Storm
2025-01-17,Marseille,32.1,Clear
2025-01-24,Paris,-4.6,Snow
2025-01-19,Toulouse,30.5,Storm
2025-01-12,Paris,15.2,Snow
2025-01-09,Paris,5.5,Snow
2025-01-12,Marseille,31.5,Storm
2025-01-12,Bordeaux,8.7,Rain
2025-01-03,Lyon,3.2,Rain
2025-01-11,Paris,9.0,Snow
2025-01-05,Toulouse,29.4,Snow
2025-01-08,Toulouse,-0.2,Snow
2025-01-30,Marseille,10.7,Fog
2025-01-04,Marseille,-4.3,Rain
2025-01-13,Marseille,0.6,Clear
2025-01-14,Paris,28.8,Rain
2025-01-24,Bordeaux,20.9,Fog
2025-02-01,Bordeaux,-2.7,Snow
2025-01-25,Marseille,28.9,Snow
2025-01-30,Toulouse,26.2,Storm
2025-01-14,Bordeaux,13.9,Snow
2025-02-02,Paris,9.6,Storm
2025-01-04,Lyon,28.4,Snow
2025-01-06,Toulouse,-2.3,Clear
2025-01-04,Toulouse,11.3,Snow
2025-01-03,Bordeaux,19.4,Fog
2025-01-15,Marseille,-5.0,Storm
2025-01-27,Bordeaux,16.7,Rain
2025-01-11,Marseille,17.9,Clear
2025-01-11,Marseille,13.2,Fog
2025-01-27,Toulouse,9.7,Snow
2025-01-14,Toulouse,23.0,Clear
2025-01-23,Marseille,-3.1,Clear
2025-01-30,Toulouse,27.0,Snow
2025-01-13,Lyon,10.8,Fog
2025-01-25,Toulouse,7.7,Snow
2025-01-17,Paris,33.0,Snow
2025-01-18,Marseille,22.8,Snow
2025-01-14,Bordeaux,4.1,Fog
2025-02-01,Paris,2.1,Fog
2025-01-23,Paris,16.3,Storm
2025-01-28,Toulouse,4.1,Fog
2025-01-20,Lyon,32.4,Storm
2025-01-22,Lyon,-1.1,Rain
2025-01-04,Lyon,33.7,Snow
2025-01-09,Lyon,20.4,Snow
2025-01-13,Lyon,18.9,Clear
2025-01-27,Toulouse,1.6,Rain
2025-01-03,Marseille,24.0,Clear
2025-01-06,Marseille,31.9,Clear
2025-01-18,Bordeaux,17.0,Clear
2025-01-27,Toulouse,22.1,Fog
2025-01-14,Bordeaux,-0.7,Snow
2025-01-27,Lyon,16.9,Clear
2025-01-17,Paris,-2.1,Snow
2025-02-01,Lyon,5.6,Snow
2025-01-19,Bordeaux,12.5,Clear
2025-01-11,Paris,24.6,Fog
2025-01-31,Bordeaux,-3.6,Storm
2025-01-22,Marseille,-3.3,Clear
2025-01-14,Toulouse,1.3,Storm
2025-01-14,Toulouse,21.5,Clear
2025-01-26,Lyon,27.2,Snow
2025-01-22,Marseille,26.3,Fog
2025-01-26,Marseille,32.1,Snow
2025-01-04,Paris,3.6,Clear
2025-01-26,Lyon,6.1,Fog
2025-01-19,Bordeaux,2.7,Clear
2025-01-22,Paris,29.3,Snow
2025-01-06,Lyon,29.7,Fog
2025-01-04,Bordeaux,-4.0,Clear
2025-01-03,Bordeaux,-2.0,Clear
2025-01-26,Paris,28.3,Snow
2025-01-29,Paris,4.6,Fog
2025-01-12,Toulouse,-4.6,Storm
2025-01-19,Lyon,-4.4,Storm
2025-01-25,Toulouse,8.0,Fog
2025-01-06,Marseille,-1.4,Clear
2025-01-15,Bordeaux,22.8,Clear
2025-01-05,Lyon,0.6,Snow
2025-01-19,Lyon,17.8,Fog
2025-01-15,Toulouse,21.4,Storm
2025-01-04,Toulouse,15.3,Rain
2025-01-23,Toulouse,-4.8,Storm
2025-01-17,Toulouse,34.1,Clear
2025-01-15,Lyon,20.7,Snow
2025-01-19,Lyon,19.8,Fog
2025-01-19,Toulouse,-4.5,Clear
2025-01-31,Toulouse,13.4,Storm
2025-01-19,Marseille,12.4,Fog
2025-01-20,Toulouse,15.5,Snow
2025-01-27,Toulouse,-2.3,Rain
2025-01-07,Lyon,2.2,Clear
2025-02-02,Bordeaux,17.6,Fog
2025-01-18,Lyon,33.3,Snow
2025-01-27,Lyon,19.1,Snow
2025-01-22,Lyon,8.9,Snow
2025-01-18,Lyon,23.8,Snow
2025-01-19,Toulouse,-2.9,Clear
2025-02-02,Marseille,13.6,Clear
2025-02-02,Lyon,8.3,Clear
2025-01-23,Toulouse,4.5,Storm
2025-02-02,Lyon,8.7,Storm
2025-01-17,Marseille,31.0,Fog
2025-01-20,Lyon,20.6,Snow
2025-01-15,Bordeaux,3.6,Clear
2025-01-07,Marseille,24.2,Storm
2025-01-22,Lyon,30.9,Snow
2025-01-21,Toulouse,5.1,Snow
2025-01-20,Paris,27.9,Clear
2025-01-13,Lyon,10.1,Clear
2025-01-12,Lyon,31.4,Storm
2025-01-03,Bordeaux,19.7,Clear
2025-01-15,Marseille,20.9,Clear
2025-01-29,Marseille,3.8,Storm
2025-01-03,Lyon,30.9,Fog
2025-01-04,Bordeaux,4.0,Storm
2025-01-12,Paris,6.3,Storm
2025-01-18,Bordeaux,28.9,Fog
2025-01-21,Marseille,2.0,Fog
2025-01-11,Bordeaux,12.0,Storm
2025-01-28,Bordeaux,22.0,Rain
2025-01-20,Lyon,25.1,Rain
2025-01-11,Bordeaux,19.4,Storm
2025-01-06,Marseille,24.6,Storm
2025-01-29,Bordeaux,-4.5,Snow
2025-01-16,Toulouse,15.0,Snow
2025-01-09,Bordeaux,29.6,Clear
2025-01-23,Bordeaux,32.2,Snow
2025-01-31,Marseille,7.1,Storm
2025-01-28,Paris,2.1,Fog
2025-01-25,Paris,-0.8,Storm
2025-02-02,Lyon,4.9,Fog
2025-01-30,Toulouse,-0.5,Fog
2025-01-19,Marseille,13.3,Fog
2025-01-18,Marseille,30.9,Rain
2025-01-09,Marseille,20.7,Storm
2025-01-22,Marseille,7.5,Clear
2025-01-04,Paris,9.3,Clear
2025-01-31,Toulouse,26.2,Clear
2025-01-12,Toulouse,27.5,Storm
2025-01-31,Toulouse,19.8,Rain
2025-01-13,Bordeaux,29.0,Rain
2025-01-19,Lyon,34.3,Fog
2025-01-18,Toulouse,-0.6,Snow
2025-01-25,Marseille,6.7,Clear
2025-01-17,Bordeaux,14.4,Snow
2025-01-10,Paris,21.9,Storm
2025-01-19,Lyon,7.4,Clear
2025-01-14,Lyon,27.6,Clear
2025-01-08,Marseille,8.8,Storm
2025-01-26,Paris,6.4,Snow
2025-01-25,Marseille,32.5,Clear
2025-01-18,Marseille,14.0,Rain
2025-01-03,Lyon,30.1,Storm
2025-01-03,Lyon,28.7,Clear
2025-01-12,Toulouse,6.3,Storm
2025-01-18,Toulouse,15.1,Rain
2025-01-07,Lyon,-2.9,Snow
2025-01-23,Marseille,24.4,Fog
2025-01-13,Bordeaux,-4.2,Snow
2025-02-02,Paris,8.7,Storm
2025-01-09,Paris,20.5,Rain
2025-01-16,Toulouse,27.8,Storm
2025-01-26,Toulouse,19.8,Snow
2025-01-30,Paris,15.3,Clear
2025-01-21,Lyon,15.2,Clear
2025-01-11,Toulouse,24.0,Fog
2025-01-17,Bordeaux,7.7,Clear
2025-01-13,Lyon,29.0,Storm
2025-01-22,Toulouse,30.6,Fog
2025-01-17,Marseille,-1.3,Fog
2025-01-03,Lyon,20.5,Clear
2025-01-25,Lyon,8.4,Rain
2025-01-23,Paris,32.3,Fog
2025-01-19,Paris,10.3,Storm
2025-01-29,Lyon,6.5,Rain
2025-01-16,Lyon,-1.6,Snow
2025-01-19,Toulouse,14.8,Snow
2025-01-13,Marseille,4.5,Storm
2025-01-29,Lyon,5.0,Clear
2025-01-21,Toulouse,18.5,Snow
2025-01-24,Paris,2.1,Fog
2025-01-24,Toulouse,9.6,Snow
2025-01-23,Lyon,22.4,Clear
2025-01-10,Marseille,31.8,Rain
2025-01-22,Lyon,12.0,Clear
2025-01-08,Toulouse,-0.3,Rain
2025-01-07,Toulouse,-3.0,Clear
2025-01-29,Toulouse,27.7,Storm
2025-01-26,Paris,-1.9,Clear
2025-01-14,Toulouse,19.6,Fog
2025-02-01,Paris,14.0,Rain
2025-01-24,Marseille,13.4,Snow
2025-01-18,Paris,5.9,Clear
2025-01-08,Lyon,17.8,Rain
2025-01-18,Paris,23.8,Storm
2025-01-11,Marseille,30.1,Fog
2025-01-07,Toulouse,0.6,Rain
2025-01-20,Toulouse,11.7,Fog
2025-01-22,Bordeaux,10.9,Rain
2025-01-08,Lyon,-2.4,Rain
2025-01-23,Bordeaux,10.2,Fog
2025-01-18,Bordeaux,30.0,Rain
2025-01-06,Toulouse,27.1,Fog
2025-01-05,Bordeaux,-1.9,Storm
2025-01-28,Lyon,-1.0,Snow
2025-01-22,Marseille,14.8,Storm
2025-01-13,Lyon,2.9,Rain
2025-01-08,Toulouse,15.3,Storm
2025-01-22,Bordeaux,0.9,Clear
2025-01-07,Paris,5.6,Storm
2025-01-31,Bordeaux,4.0,Fog
2025-01-12,Paris,20.0,Clear
2025-01-23,Lyon,4.1,Snow
2025-01-03,Marseille,24.9,Fog
2025-01-07,Lyon,7.9,Clear
2025-01-03,Lyon,7.7,Clear
2025-01-12,Marseille,16.4,Rain
2025-01-10,Lyon,10.3,Storm
2025-01-20,Marseille,18.1,Storm
2025-01-04,Marseille,29.2,Fog
2025-01-17,Lyon,9.5,Fog
2025-01-29,Toulouse,29.1,Snow
2025-01-09,Lyon,18.9,Rain
2025-01-24,Bordeaux,26.7,Clear
2025-02-02,Marseille,8.8,Rain
2025-02-01,Paris,0.9,Rain
2025-01-30,Lyon,26.6,Fog
2025-01-13,Lyon,19.4,Fog
2025-01-29,Lyon,-0.2,Rain
2025-01-15,Marseille,15.8,Clear
2025-01-31,Toulouse,5.6,Rain
2025-01-23,Paris,-3.9,Storm
2025-01-04,Toulouse,20.9,Fog
2025-01-08,Marseille,15.1,Clear
2025-01-31,Paris,1.2,Clear
2025-01-19,Paris,13.6,Fog
2025-01-16,Toulouse,30.9,Snow
2025-01-20,Toulouse,19.4,Rain
2025-01-15,Toulouse,11.9,Rain
2025-02-02,Toulouse,8.3,Fog
2025-01-24,Marseille,10.8,Clear
2025-01-14,Marseille,11.3,Rain
2025-01-03,Paris,5.8,Storm
2025-01-09,Paris,21.2,Rain
2025-01-23,Lyon,34.2,Storm
2025-01-13,Marseille,-2.1,Snow
2025-01-31,Lyon,11.7,Rain
2025-01-12,Lyon,22.5,Rain
2025-01-27,Toulouse,4.9,Storm
2025-01-22,Paris,-3.1,Snow
2025-01-14,Paris,22.7,Snow
2025-01-24,Toulouse,20.5,Rain
2025-01-24,Lyon,29.0,Snow
2025-01-10,Lyon,27.3,Snow
2025-01-23,Bordeaux,14.8,Fog
2025-01-28,Marseille,24.9,Fog
2025-01-04,Bordeaux,-3.0,Rain
2025-01-11,Lyon,-3.4,Clear
2025-01-03,Toulouse,-3.1,Clear
2025-01-28,Marseille,17.2,Fog
2025-01-24,Lyon,6.5,Fog
2025-01-21,Toulouse,-4.1,Snow
2025-01-18,Paris,24.1,Fog
2025-01-17,Marseille,2.4,Clear
2025-01-22,Bordeaux,23.2,Snow
2025-01-17,Marseille,27.5,Fog
2025-01-06,Marseille,27.5,Storm
2025-01-03,Bordeaux,33.6,Clear
2025-01-12,Paris,26.2,Storm
2025-01-26,Marseille,26.2,Storm
2025-01-14,Toulouse,22.4,Clear
2025-01-05,Toulouse,31.0,Clear
2025-01-15,Marseille,11.1,Snow
2025-01-25,Bordeaux,32.1,Fog
2025-01-18,Bordeaux,10.4,Storm
2025-01-22,Paris,15.9,Snow
2025-01-12,Toulouse,-1.2,Storm
